1,Hinder のリード シンガーは、トイレで便秘しているときにしか録音しないというのは本当ですか?彼の声はそう聞こえる。彼の「Lips of an Angel」の歌い方は、顔を殴りたくなる！このグループの話を聞くよりも、陰毛から乾いた精液を取り出したいと思います。コーラスが聞こえる前に、私は真剣につまずきそうになり、仕事中にラジオに行って駅を変えようとして転びました!
5,この音楽はとても素晴らしい。とてもエネルギッシュで楽しいです。子供たちは、これが「ジャズ」アルバムであることをあまり気にしません。彼らが知っているのは、音楽が大好きで、幸せな気分にさせてくれるということです。 「子供向け」音楽として売られているもので、お金を無駄にしたり、子供の知性や耳を侮辱したりしないでください。両方が楽しめるものを入手してください。私たちのお気に入りは「Doodle」の歌と「ポテトチップス」です。すべてのペニー、そしていくつかの価値がある
5,これは私が聞いた中で最高の子供用 CD の 1 つです。どの曲もキャッチーで聴いていて楽しいです。ジャズへの素晴らしいイントロダクションです
5,これは、ゼイ マイト ビー ジャイアンツの最初のメジャー レーベル アルバムでした。それは、彼らがインディペンデント レーベルのアルバムで確立したサウンドを継続し、さらに拡大しました。おそらくTMBGで最も人気のあるアルバムです。 「Birdhouse in Your Soul」、「Istanbul」、「Particle Man」など、多くのクラシック TMBG の曲をフィーチャーしています。ジョンズに期待されるキャッチーなメロディーとばかげた歌詞がぎっしり詰まっています。すべてのゼイ・マイト・ビー・ジャイアンツのファンのマストアイテム
5,私たちの22ヶ月。老人は、ママとパパが聞くのにほとんど耐えられない子供向けの曲よりも、この音楽をはるかに愛しています。
5,"Hot Hot Heat の Make up the Breakdown は、Knock Knock Knock の続編です。個人的には、Hot Hot Heat の大ファンなら、これは最もお気に入りのアルバムの 1 つです。どの曲も個性的で、思わず踊りたくなるようなキャッチーなビートが魅力です。 1曲目のNaked in the City Againは素晴らしい。 2曲目のNo, Not Nowは思わず動き出してしまう人気曲。 Get in または Get out には、最も優れたキーボード操作パートがいくつかあります。アルバム最大のヒット曲の 1 つである Bandages は、Hot Hot Heat のキャリアを後押ししたようなものであり、この 1 曲だけでもアルバムを購入する価値があります。 Oh Goddamnit はとても素晴らしい曲で、とても楽しい歌詞が付いているので、一緒に歌わなければなりません。次の曲アヴェダは、私たちの多くを疑問に思っています:元ガールフレンドかヘア製品?いずれにせよ、あなたはまだこの曲を楽しんでいると思います.この町は、一部の熱狂的なファンについて書かれたと多くの人が信じています。 Talk to Me, Dance with Me も大ヒットで、ファンは Hot Hot Heat に夢中になりました。この曲は私を踊らせ、歌わせ、あなたの好きな曲にできるあらゆることをさせます。 Save us SOS では、リード シンガーであるスティーブ ベイズの声の深みが気に入り、心がとろけます。 Hot Hot Heat の通常の曲とは大きく異なりますが、In Cairo も素晴らしい曲で、Make up the Breakdown に素晴らしいエンディングを追加します。この CD は何時間もあなたのステレオに残ります。曲は中毒性があるので、このアルバムは間違いなくお金に見合う価値があります。"
5,素晴らしいハーモニー、素晴らしい声、美しい音楽。このグループはもっと知名度が高く、大きな成功を収めるに値する
1,Antony and the Johnsons について初めて聞いたのは、友人から Rufus Wainwright について教えてもらったときでした。私は地元のBarnes & NobleでこのAntonyについて調査することに決めました.音楽は器用によく書かれており、レイヤーもかなり上手に作られていると思いますが、アントニーの声は非常にやり過ぎで偽物です。偽物とは、彼のビブラートの使用を意味します。これは非常に迅速で、強制的で羊のように (自然ではない) 使用されます。プロのボイス インストラクターは、ビブラートの正しい使用方法は適切な速度 (1 秒間に 5 ～ 6 回の振動) であると教えています。アントニーの「訓練された」響きの声が、この領域ではまったく訓練されていないことは明らかです。このバンドとレコードについて私が非常にひどいと思うもう一つのことは、曲の歌詞です。アーティストは、これらの嘆きの悲しみと痛みを伴う配信を使用して、自分の性別について混乱または後悔しているように見えます。歌詞は、リスニングとの魅力や関係を持たないため、リスナーは音楽自体に対して哀れでほとんど迷惑な見方をします.私の結論は、これはひどいレコードであり、歌手はプロのボイスレッスンを追求する必要があるということです...そして助けてください
5,St. Elsewhere は、クラブ ビートのエネルギーと、Cee-Low のソウルフルな (そして時に物欲しそうな) 声と示唆に富む歌詞を組み合わせています。熱狂的な「Go-Go Gospel」から内省的な「Just a Thought」まで、さまざまなスタイルを楽しんでいます。必需品
2,音楽は、タイトル自体が「クラシック」とほぼ同じように説明および定義できます。私は音楽が非常にクラブ素材になるだろうと思っていました.何年にもわたってクラブで演奏されてきた曲の歴史があります.. CDの大部分は、特にいくつかのタイプOを投入したゴシック「クラブ」素材として見ることはできません. ..私は多くのクラブを経験してきましたが、ダンスフロアでその曲をヒットする方法を見つけることができません..そうでない場合、私は間違った場所にいたと思います..彼らはアイデアを使い果たし、いくつかを投入したようです.誰もが聞いている主流なので、CD全体で非常にがっかりしました。あちこちでいくつかの曲を聴きました。もしあなたが古いものに興味があるなら、これはあなたのためのものです..私はあなたが過去に爆破したいのでなければ、このCDをどのコレクションにもお勧めしません.
