1,「彼が動きを妨げられる排泄にいる間、脚のためのリード・シンガーが記録するだけであるというのは本当ですか？彼の声は、そう聞こえます。彼が「「天使の唇」」を歌う方法は、私に彼の顔を叩きたくさせます！私は、このグループを聞くことについて乾燥精液を陰毛から見つけたいです。コーラスを聞く前に、私は深刻にほとんどつまずいて、ラジオに着いて、駅を変えようとして職場で倒れました！
5,「まあまあ素晴らしいこの音楽。それは、超高エネルギーと楽しみです。子供は、それを本当に心配しませんこんなに彼らがそうするものが彼らが音楽が好きな、そして、それが彼らに幸せであると感じさせるために、あるということを知っている「「ジャズ」」album-。あなたのお金を浪費しないで、あなたの子供知性とあなたの耳を侮辱しませんで何、「「子供」」音楽としての人気商品は、彼らのためにあなた両方が楽しむことができる何かを得ます。我々のお気に入りは、「「落書き」」歌と「「ポテトチップス」。です「あらゆるペニーそのうえどっさりの価値がある」
5,これは、私が聞いた最高の子供CDの1枚です。歌は、人を引き付けるすべてと聞く楽しみです。それは、ジャズへのすばらしいイントロです
5,「これは彼ら力でした。そして、ジャイアンツ最初の長調ラベル・アルバムであってください。それは、そして、詳述されて、彼らがindependantなラベル・アルバムの上で確立した音を続けました。それは、多分TMBGの最も人気のあるアルバムであるでしょう。それは、多くの古典TMBG歌（「「あなたの魂の巣箱」」、「「イスタンブール」」と「「小片人」」のような）を特徴とします。それは、我々がジョーンズに期待しに来た覚えやすいメロディーと愚かな歌詞で一杯詰まっています。必要なものは、ジャイアンツ・ファンを彼らがそうであるかもしれないすべてのためにします」
5,我々の22ヵ月。ちびっこがそのおかあさんを調整するよりそれほどこの音楽とおとうさんが聞くのにほとんど耐えることができない古い好きなもの。
5, 故障の上の暑い熱さの製造は、打撃打撃打撃のフォローアップです。個人的には、あなたが大きい熱い熱い熱ファンであるならば、これはあなたの最もお気に入りのアルバムの1曲であるでしょう。どの歌もユニークで、あなたに踊りたくさせる人を引き付けるビートをします。シティで露骨な最初の歌は、再びすばらしいです。第2の曲は、いいえ、現在でなく、あなたには助けられないが、動かし始める人気の曲です。入るか、アウトが大部分のラド・キーボード入力地域のいくつかを持っていることを得てください。包帯、アルバムの上で最も大きいヒットの1つは暑い暑い熱さの経歴を押し上げたことの部類です、そして、この1曲の歌だけはアルバムを購入する価値があるようにします。ああちくしょう、そうあなたが歌うにちがいない非常に楽しい歌詞で、そのような驚くことは、歌です。次の歌Avedaは、我々の多くを怪しませ続けます：元ガールフレンドまたは髪製品？まだこの歌を楽しむように、あなたがそうするどちらの方法でも。このタウン、多くが、一部の狂ったファンについて書かれたことを思っています、あなたは聞いて、あなた自身で決めます。Meに向かって話してください、Meによるダンスはファンを暑い暑い熱さに入れた非常に大きいヒットでもありました。この歌は、私をダンス、歌うこととあなたがお気に入りの歌に合わせてすることができるその他のことにします。保存の上で我々S。あなたがそうするO. S.はリード・シンガーがどれくらい深いかについて好きです、スティーヴ・ベイズの声音、あなたの心は和らぎます。非常に別に、カイロでは、暑い暑い熱さの通常の歌からすばらしい歌でもあって、故障を作るために素晴らしい結末も加えるが。このcdは、何時間も引き続いてあなたのステレオの中にあります。歌はそうこのアルバムを麻薬中毒にしています。そして、それがそうであるdefinatelyな価値はお金です。
5,「素晴らしい調和、大きな声、美しい音楽。このグループは、より有名で、非常に成功しているに値します」
1,「私がアントニーとジョンソン家について聞かされたという最初は、私にルーファス・ウェーンライトについて話した私のものの友人からで、全く素晴らしかった新しいアーティストの話を聞いていました。私は地元のバーンズ＆ノーブルでこのアントニーについて少し調査することをすることに決めました、そして、私が発見したものはとってもdissapointingしていました。私は音楽が上手に手段になって書かれて、全くよく階層化されるとわかります、しかし、アントニーの声は非常にすっかりトップで、偽です。偽物によって、私はビブラートの彼の使用を意味します。そして、それが非常に急速で、押しつけられて、羊のようで（自然でない）、出る道で使われます。プロの声インストラクターは、ビブラートを使う正しい方法が正常な速度であることを教えます：秒当たりの5～6つの振動。アントニーの「「訓練を受けました」」音のする声がこの領域でまったく訓練されないことは、明白です。私が非常に恐ろしいとわかるこのバンドと記録についてのもう一つのものは、歌への歌詞です。アーティストは、これらのwailingsの悲しくて痛みを伴う配達を使用して、彼自身の性で混乱したか残念に思っているようです。歌詞は引きつける力または関係を聞くことに保持しません。そして、それはこのため音楽自体の哀れでほとんど腹立たしい見方にリスナーを貸します。私の結論は、これが恐ろしい記録であるということで、そして、歌手が専門声レッスンを続行する必要があるということです...、そして、援助」
5,「聖どこか他の所は、クラブ・ビートのエネルギーをＣ-ローと考えさせる歌詞の魂のこもった［そして、時々切ない］声と結合します。私は、いろいろなスタイル［内省的な「「ただの考え」」へのfrenticな「「儲かるゴスペル」」から］を楽しみます。必須の購入」
2,「音楽は説明されることができます、そして、非常にタイトルそのものの通りの定義済みのかわいい子はただ「「古典的な」」について考えます。私は音楽がクラブによって年の後歌われている歌の歴史があるまさしくクラブ向きの人材になると仮定しました..私が見ることができないcdの大きい部分いくつかでesspeciallyにタイプ-oに…を投げているゴシック体「「クラブ」」材料としてそれ私多くのクラブです、そして、私は私が推量しないならば、ダンスフロアのその歌に…をぶつける私が誤っていた方法が…を置くとわかることができません。そして、それは私に彼らに見えます考えのうち尽きて、そして、誰でも聞く若干の主流を権力を乱用して彼らでそうあります、私は全部のcdで非常にdissapointedされました。あなたが珍しくもないことにいる、それからこれがあなたのためのものであるならば、あちこちの2、3の歌に合わせて聞きます..本当に私dont再共終わりまた、あなたが過去に吹き飛ばされることを望むどんなコレクションへのこのcdでも。」
